text,hoax
Pasien Sembuh Terus Meningkat Mencapai 9.102 Orang Per Hari,0
Muhammadiyah Larang Masyarakat dengan KTP Non-Islam Ikut Vaksin,1
"Vaksin Terjamin Aman, Masyarakat Perlu Informasi Akurat",0
"Tinjau Stasiun Manggarai, Ketua Gugus Tugas: Kepatuhan Masyarakat Meningkat",0
Jus Jahe dan Lada Hitam Mampu Sembuhkan Covid-19,1
Waspadai Potensi Penyebaran Baru pada Ruang Publik,0
Data Vaksinasi COVID-19 (Update per 6 April 2021),0
Indonesia Terima 982 Ribu Dosis Vaksin Untuk Vaksinasi Gotong Royong ,0
Foto Tweet KPK : Anggota DPR Dites Corona Malah Positif Korupsi Anjing,1
Kasus Aktif di Indonesia Masih Lebih Baik Dari Rata-Rata Dunia,0
Kesembuhan COVID-19 di Sulawesi Selatan Meningkat,0
Pemerintah Berupaya Maksimal Dalam Setahun Menangani Pandemi,0
Data Vaksinasi COVID-19 (Update per 17 Maret 2021),0
Pengendalian Moda Transportasi Cegah Penyebaran COVID – 19,0
Cegah Klaster COVID-19 dengan Memahami Penyebarannya,0
"Awas Hoaks - ""Lebih Mudah Terinfeksi COVID-19 Setelah Divaksin""",1
Tidak Mudik Cara Bijak Lindungi Keluarga dari Keterpaparan COVID-19,0
Pasien Sembuh Semakin Meningkat Mencapai 1.336.818 Orang,0
Kesembuhan Kumulatif Terus Meningkat Menjadi 526.979 Orang,0
"Pekerja Migran Kembali ke Tanah Air, Gugus Tugas Bantu Penanganan",0
"Tinjau RS Darurat di Pulau Galang, Presiden: Dioperasikan Mulai Senin Depan",0
Data Vaksinasi COVID-19 (Update per 4 Mei 2021),0
"Hindari Unggah Sertifikat Vaksin COVID-19 di Medsos, Lindungi Data Pribadi Kita!",0
BPPT Wujudkan Lima Produk Alkes Buatan Lokal untuk Penanganan COVID-19,0
"Bertambah 1.355, Total Kesembuhan 94.458 Kasus",0
Voucher Dua Pizza Besar Domino’s Pizza Selama Masa Pandemi Corona,1
Pasukan Tentara Membantu Melawan Virus Corona di New York,1
Perlinsos Berlanjut di 2021 Untuk Pemulihan Ekonomi Nasional,0
Razia Anak Tidak Bermasker Akan Dikarantina,1
Tidak Mudik untuk Cegah Penularan COVID-19,0
3M-3T-Vaksinasi: Penularan Terhambat - Pandemi Melambat - Ekonomi Meningkat,0
Kepatuhan Masyarakat Terhadap Protokol Kesehatan Harus Ditingkatkan,0
Lima Hal Penting Saat Jalani Isolasi Mandiri di Rumah,0
Pemerintah Restui 102 Wilayah Untuk Melaksanakan Kegiatan Masyarakat Produktif dan Aman COVID-19,0
Indonesia Siap Uji Klinis Kandidat Vaksin Covid-19,0
Pemerintah Membebaskan Pembayaran Bunga dan Penundaan Pembayaran Pokok Paling Lama 6 bulan untuk KUR yang Terdampak COVID-19,0
"Terapkan Protokol Kesehatan, Polisi Jaring 5,7 Juta Pelanggar",0
Media Jadi Solusi Keberhasilan Penanganan COVID-19,0
Pasien Sembuh Kumulatif Menjadi 289.243 Orang,0
Sebuah Peralatan Telekomunikasi Bertuliskan COV-19 Siap Dipasang di Tiang Pemancar 5G,1
Kesembuhan COVID-19 di Indonesia Tembus 100.000,0
AstraZeneca Aman dan Menurunnya Kasus COVID-19 Global Usai Program Vaksinasi,0
Jumlah Kasus COVID-19 di JATIM Meledak,1
Pembunuhan Massal Berkedok Corona,1
"Kesehatan, Keselamatan dan Keamanan Siswa Adalah Prioritas Sekolah Tatap Muka",0
Lindungi Kesehatan Jiwa Anak dan Remaja Saat Masa Pandemi COVID-19,0
Kesembuhan Harian Kembali Melampaui Penambahan Kasus Positif Baru,0
"FBI Menggrebek Sinagoge Yahudi di New York, Tempat Orang Yahudi Menyembunyikan Ribuan Masker",1
"PGI: Ibadah Paskah di Rumah Selama Pandemi COVID-19, Bagian dari Perayaan Iman Kristus",0
Rektor: Pemerintah Tak Bisa Sendiri Berantas COVID-19,0
Presiden Jokowi Instruksikan Penguatan Faskes Tingkat Pertama untuk Efektifkan Penanganan COVID-19,0
Total Pasien Sembuh Sebanyak 138.575 Kasus,0
"Fenomena ADE Sejauh Ini Baru terlihat pada Dengue, Tidak Ditemukan pada Kandidat Vaksin COVID-19",0
COVID-19 sudah Sampai Purwakarta,1
hindari Citos byk karyawannya terpapar covid19. Area citos rawan,1
Seni dan Ekspresi Maria Taklukan Corona,0
"Tingkat Risiko Daerah Menurun, Satgas: Jangan Lengah",0
Jubir COVID: Lima Minggu Terakhir DKI Zona Merah,0
"Masuukk truusss silahkan masuukk, Orang mudik dilarang aseng bebas",1
Menu Makanan Pasien RS Darurat Wisma Atlet Jadi Perhatian Ketua Gugasnas,0
Hoaks: Vaksin COVID-19 memiliki Chip yang dapat Melacak Orang,0
Satgas COVID-19: Pengumuman Program Vaksinasi Tunggu Keputusan Pemerintah,0
Satgas Sarankan Pemda Mengkarantina Pemudik Nekat Yang Tiba di Kampung Halaman,0
LBM Eijkman Dapat Sumbangan Dana Penanganan COVID-19 Rp10 M,0
Singapura Hentikan Vaksinasi Setelah 48 Orang Meninggal di Negaranya,1
PASAR TANAH ABANG DI TUTUP SEMENTARA,1
Jaga Ketersediaan Pangan dan Tumbuhkan Gotong Royong Hadapi Pandemi COVID-19,0
#CariTauVaksin: Bagaimana Kerja Vaksin?,0
Ada 32 hotel di Jakarta untuk ISOLASI MANDIRI yang biayanya Ditanggung Pemerintah,1
"Video antri Pemakaman Covid-19 di Tegal Alur,JKT. Hidup antri, mau dikuburpun antri.",1
Kebijakan Lockdown dan Menjaga Jarak Merupakan Strategi untuk Mencegah Revolusi,1
Mengonsumsi Telur Rebus Saat Tengah Malam dapat Menangkal COVID-19,1
Pasien Sembuh Dari Covid-19 Menembus Angka 1 Juta Orang,0
Tips Liburan Aman dari Penularan COVID-19,0
Dibalik Kesuksesan Kabupaten Sitaro Raih Zero COVID-19,0
Ketua Gugus Tugas Nasional Apresiasi Mobile Biosafety Level (BSL)-2 BPPT,0
Perdana Menteri Jepang Mundur Karena Terkait Virus Corona,1
Lansia 104 Tahun Ikut Vaksinasi COVID-19 di Bogor,0
Presiden Jokowi dan Ibu Negara Ucapkan Selamat Idulfitri,0
Perpanjangan Pengetatan Mencegah Importasi Kasus Antar Pulau Akibat Arus Balik,0
"Penganut Islam Kristen, Yahudi dan Buddha Hadir di Selandia Baru Mengalunkan Asmaul Husna dan Kalimat Tauhid untuk Menghadapi Wabah Corona",1
Gugus Tugas: Dibutuhkan Lebih Banyak Relawan Medis untuk Tangani COVID-19,0
Ibadah Natal Harus Utamakan Kesehatan dan Keselamatan Jemaat,0
Ketua Fraksi PDIP saja ga mau di vaksin,1
"Selain Jack Ma, Habib Rizieq Galang Dana Rp500 M Lawan Corona",1
Infografis COVID-19 (10 April 2020),0
Daftar Perlengkapan Medis di Rumah Untuk Hadapi Covid-19,1
Pasien Sembuh Terus Bertambah Menjadi 1.391.742 Orang,0
Aturan Perjalanan Diperpanjang dan Diperketat,0
Infografis COVID-19 (9 Juni 2020),0
Pembatasan Sosial Jakarta-Bandung Sudah Tidak Diterapkan Lagi,1
Bantuan Dana dari BPJS Kesehatan,1
Vaksinasi Untuk Petugas Pelayanan Publik Ditarget Rampung Mei,0
Sukardi Ajak Warga Panen Sayur dan Ikan Segar di Tengah Pandemi,0
Pasien Sembuh COVID-19 Sudah Mencapai 1.078.840 Orang,0
Presentase Bunuh Diri Naik 200% Selama Lockdown,1
"AWAS HOAKS! - Vaksin Korona Siap Diberikan, Sekarang Terhalang oleh BPOM",0
Analisis Data COVID-19 Indonesia (Update Per 11 April 2021),0
11 Tahap Kedatangan Vaksin COVID-19 di Indonesia,0
Inilah 5 Juru Bicara Vaksinasi COVID-19,0
"Covid-19 BUKAN Virus, Sumber : Kementerian Kesehatan Italy",1
Novel Terbitan 1981 Ini Sudah Prediksi Kemunculan Corona di Wuhan,1
Infografis COVID-19 (10 Juni 2020),0
Video Puluhan Santri Pingsan Setelah Vaksin Covid-19 Sinovac,1
Infografis COVID-19 (25 Juli 2020),0
"Kasus Positif COVID-19 Naik 1.031, Pasien Sembuh Meningkat Jadi 16.243",0
Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram,1
Menristek BRIN: Ventilator Portabel Karya Anak Bangsa Sedang Diuji Kemenkes,0
dokter gigi di Surabaya stres telanjang di jalan karena suaminya dan anaknya mati kena covid,1
"BPUM, Upaya Genjot Pelaku UKM Indonesia di Masa Pandemi",0
[BERITA] “LIPI Ungkap Teori Virus Corona COVID-19 Bukan Senjata Biologi”,1
BP2MI Antisipasi Peningkatan Gelombang Kepulangan Pekerja Migran Indonesia di Tengah Pandemi COVID-19,0
Teknologi Mungkinkan Vaksin Hadir Lebih Cepat,0
5 Rekomendasi Badan POM untuk Penggunaan Vaksin COVID-19 AstraZeneca,0
Masyarakat yang Lakukan Isolasi Mandiri Harus Lapor Puskesmas,0
Jokowi Menggunakan Vaksin Buatan Eropa,1
Biden Terpapar COVID-19 dan Batuk Terus-Menerus Saat Kampanye,1
Kisah Fajar Tri Asih Mengelola Dua Puskesmas di Masa Pandemi,0
Indonesia Berupaya Amankan Ketersediaan Vaksin COVID-19,0
Doni Monardo Resmikan RS Lapangan Pemprov Jatim,0
Pentingnya Sinergi Komunitas Agama dan Ormas Dalam Penanganan Covid-19,0
"Pasien Sembuh COVID-19 Naik Jadi 2.494, Kasus Meninggal 943 Orang",0
"Meski Tidak Menular, Long Covid-19 Tetap Diwaspadai",0
"Hibah Pariwisata Rp3,3 Triliun untuk 101 Daerah",0
Tantowi Yahya Berbagi Keberhasilan Selandia Baru Tangani COVID – 19,0
SMS Dikirim Serentak untuk Penerima Vaksin COVID-19 Tahap I,0
"Spesialis Paru Tekankan Perlunya Orang Sakit Memakai Masker, Cegah COVID-19",0
Menristek/Kepala BRIN Dorong Inovasi Teknologi Antariksa dan Explorasi dengan Melibatkan R & D Pihak Swasta untuk Kesejahteraan Bangsa,0
Covid-19 Taskforce Urges Regional Leaders To Improve Efforts In Suppressing Cases,0
[FALSE] “Corona Mass Graves in Italy”,1
Vaksinasi COVID-19 Bentuk Perlindungan Kepada Lansia dari Risiko Kesakitan dan Kematian,0
"[BERITA] 49 WN Tiongkok yang Masuk ke Sultra Ternyata Orang Baru, Bukan Pekerja Lama",1
Program Pemulihan Ekonomi Nasional Klaster Perlindungan Sosial Akan Tercapai 100%,0
Distribusi Almatkes Bentuk Perlindungan Dalam Penanganan Pandemi Covid-19,0
Lansia Menjadi Prioritas Untuk Mencegah Tingkat Keparahan Saat Terinfeksi,0
"Update COVID-19 di RI 11 Juni, Positif 35.295, Meninggal 2.000, Sembuh 12.636",0
Pasien Sembuh COVID-19 Bertambah Menjadi 781.147,0
Penurunan Tren Kematian Harus Memotivasi Peningkatan Kualitas Penanganan,0
Penggunaan Masker Jadi Kunci Pencegahan Penularan COVID-19 Melalui Udara Pada Ruang Tertutup,0
Lembaga Eijkman Tidak Temukan Varian Baru Virus Covid-19,0
Foto di Tengah Pemerintah Sibuk Melawan Corona Anies Sibuk Main Bola dengan Anaknya,1
Akhirnya Ketangkap Juga Biang Penyebar Virus Corona dan Agen TKA China Ini,1
Pesan Berantai Sebuah peringatan !! Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker,1
Tol Pejagan Brebes Di Tutup Total,1
Forkopimda Jatim Sepakati Permintaan Tiga Kepala Daerah Surabaya Raya untuk Akhiri PSBB dan Masuki Transisi Menuju New Normal Life,0
Belajar Strategi Penanganan Pandemi Dari Masa Lalu,0
Kanada Sudah Terbebas dari Covid-19,1
"LUPA SEMUANYA , SBY SEMAKIN PARAH KASIHAN! SBY JADI BEGINI",1
Jumlah Testing Pekan Ketiga November Dekati Standar WHO,0
"Lebih dari 600 Pekerja Seni dan Kreatif, Mendapat Vaksinasi COVID-19",0
Pasien Sembuh Sudah Mencapai 247.667 Orang,0
Pengalaman Setahun Penanganan Pandemi Harus Menjadi Pembelajaran,0
Infografis COVID-19 (3 September 2020),0
Digitalisasi Dongkrak UMKM Naik Kelas,0
PBNU: Protokol Kesehatan Wajib Diterapkan,0
Infografis COVID-19 (29 Mei 2020),0
Presiden Jokowi Dukung Penuh Fase Uji Klinis Vaksin Covid-19,0
Pemerintah Telah Periksa 6.500 Orang Terkait COVID-19,0
Presiden Donald Trump Meninggal Dunia karena COVID-19,1
"Tiga Hari Diluncurkan, Empat Juta Orang Daftar Program Kartu Prakerja",0
Kiat Bagi Orang Tua Buat Anak Betah Saat #Dirumahaja,0
Kepolisian RI Lakukan Pencegahan Penyebaran COVID-19 Secara Humanis,0
Kenyamanan Wisatawan dengan Penerapan Protokol Kesehatan,0
Dapat Informasi Vaksin COVID-19 yang Bikin Deg-Degan? Cek Hoaks atau Bukan!,0
YANG SUDAH DIVACCINE TANYA KE PEMERINTAH APAKAH ADA JAWABAN LAIN,1
Satgas Bentuk Tim Khusus Monitoring Dokter Terinfeksi COVID-19,0
Gugus Tugas COVID-19: Cairan Disinfektan Tidak Disemprotkan ke Tubuh,0
Jawa-Bali Lockdown pada Tanggal 11-25 Januari 2021,1
"Penambahan Kasus Positif Capai 2.657, Yuri: Klaster Baru Sudah Ditangani Secara Profesional",0
Infografis COVID-19 (27 Agustus 2020),0
Vaksinasi untuk Masyarakat Rentan di Zona Merah Dimulai di Jakarta,0
Data Vaksinasi COVID-19 (Update per 5 Juni 2021),0
"Air Kelapa Muda, Jeruk Nipis, dan Garam Obat Covid-19",1
Pelarangan Mudik Dilakukan Demi Kebaikan Jangka Panjang,0
Kandidat Pilkada Harus Contohkan Protokol Kesehatan Yang Ketat,0
Pemakaian Masker Menyebabkan Penyakit Legionnaires,1
Prosedur Kepulangan Pekerja Migran di Tengah Pandemi COVID – 19,0
Pasien Sembuh COVID-19 Sudah Mencapai 458.880 Orang,0
"Kandidat Vaksin COVID-19 di Indonesia: Cepat, Mandiri dan Sinergi",0
Apakah Vaksin Memiliki Efek Samping?,0
Libur Panjang Diharapkan Tidak Mempengaruhi Tren Penurunan Kasus Aktif,0
Infografis COVID-19 (8 Mei 2020),0
Artikel Detik.com Trans Studio Bandung Tutup Mulai Hari ini Untuk Cegah Penyebaran Virus Corona di Bandung,1
"Video Didemo rakyat, KETUA WAKIL RAKYAT DAN EMAKNYA ngga berani mongol malah GOYANG CORONA",1
"Virus ini punya obat Hydroxychloroquine, Zinc dan Zithromax",1
Tidak Bepergian Menjadi Kunci Pemutus Rantai Penularan COVID-19,0
Perpanjangan PPKM Mikro Targetkan Kasus Aktif Terus Menurun,0
Data Vaksinasi COVID-19 (Update per 12 April 2021),0
Data Vaksinasi COVID-19 (Update per 24 Mei 2021),0
"Awas Hoaks: ""Pesan Singkat Mengatasnamakan Tim Vaksinasi""",1
"HOAKS: Video Perawat Pingsan Setelah Mendapat Vaksin COVID-19, Potensi Genosida Massal",1
"Vaksin Telah Tiba, Hatiku Gembira",0
"Lebih Dari 15 Ribu Pasien COVID-19 Sembuh, Kasus Positif Bertambah 1.017 Orang",0
Vaksin Penting untuk Membangun Imunitas Masyarakat,0
Peran Media Saat Masa Transisi Menuju Aman COVID-19 dan Produktif,0
"Penambahan Kasus Positif COVID-19 Capai Rekor Terbanyak, Jawa Timur Paling Tinggi",0
Himbauan Bpk Kapolresta Malang Siapapun yg Bukan Orang Malang klo Ada yg Masuk Ke kota Akan Dikarantina Selama 14 hri,1
"Menjaga Jarak di Tengah Pandemi, Ustad Maulana: Sudah Dianjurkan dalam Agama Kita",0
"Penambahan Kasus COVID-19 Terkonfirmasi Positif 1.447, Meninggal 53 dan Sembuh 651 Orang",0
Infografis COVID-19 (1 Agustus 2020),0
Jubir Penanganan COVID-19 Ingatkan Penguatan Disiplin Protokol Kesehatan,0
Tower 9 Flat Karantina Mandiri Turun 556 Pasien,0
Samsung ingin membantu siswa yang membutuhkan ponsel untuk belajar karena pandemi Covid19,1
Fasilitas Kesehatan Diminta Segera Melengkapi Persyaratan Insentif Tenaga Medis,0
Inalilahi wainailaihi rojiun Telah meninggal..HRS..Di dalam sel karna kena covid…,1
Data Vaksinasi COVID-19 (Update per 13 April 2021),0
"Antisipasi Corona, Seluruh BUMN DKI Ditutup",1
Resep Campuran Teh Hijau dan Lemon Untuk Atasi Covid-19,1
Video Presiden Jokowi Ingatkan OJK/SWI||Jangan Menyusahkan Rakyat Di Masa Sulit,1
Jumlah Relawan COVID-19 Capai 23.472 Orang,0
Vaksin dan 3M Dijalankan Berdampingan Untuk Proteksi Diri,0
Resep Tung Desem Atasi dan Pulih dari COVID-19,0
"SBY Siap Kembalikan Dana Bank Century Rp6,7 Triliun untuk Bantu Covid-19",1
Hanya di Indonesia Narapidana Dibebaskan di Tengah Wabah COVID-19,1
Implementasi Protokol Kesehatan Ketat Pada Daerah Penyelenggara Pilkada,0
Pesan Berantai Info Donor Plasma Oleh Blood For Life Indonesia,1
Satgas Ingatkan Faskes Tidak Menolak Lansia Menerima Vaksin Kedua,0
Pelarangan WNA Masuk Ke Indonesia Diperpanjang,0
Video Ngeri karena Corona Italia pun Bersujud,1
Laboratorium Covid-19 Minimal Berstandar Biosafety Level 2,0
Satgas Covid-19 Minta Provinsi dengan Kasus Tertinggi Lakukan Evaluasi 3T,0
Protokol Kesehatan Yang Diperkuat Vaksin Adalah Upaya Pencegahan Terbaik,0
Satgas Peringatkan Potensi Kenaikan Keterisian Tempat Tidur RS,0
Pengawasan Mutu Vaksin COVID-19 Menerapkan Standar Internasional,0
"Pasien Sembuh COVID-19 Bertambah 231 Orang, Kasus Meninggal 15",0
Wisatawan Butuh Jaminan Protokol Kesehatan Saat Libur Panjang,0
Kesembuhan Harian Pasien COVID-19 di Kalimantan Timur Naik Pesat,0
Perkembangan Baik Paska Idul Fitri Harus Dijaga Dengan Peningkatan Kualitas Penanganan,0
Usung Seni Partisipasi di Masa Pandemi,0
Hukuman Masuk Peti Mati Karena Tidak Pakai Masker,1
Data Vaksinasi COVID-19 (Update per 9 Mei 2021),0
Pasien Sembuh Dari COVID-19 Menjadi 353.282,0
Presiden Akan Tinjau Posko Penanganan dan Penanggulangan COVID-19 Jawa Timur,0
Laser dari termometer gun akan merusak struktur otak,1
"Kasus Positif COVID-19 Jadi 9.511, Pasien Sembuh Naik 1.254, Angka Meninggal Terus Melemah",0
Infografis COVID-19 (20 Mei 2020),0
Dua Orang Pria Meninggal Dunia Akibat Kekerasan Polisi Saat Aksi Protes Anti-Vaksin dan Anti-Masker di London,1
"Biaya Mengobati COVID-19 Rata-rata 184 Juta Rupiah Per Orang, Mencegah Jauh Lebih Murah",0
Tahapan Pengembangan Obat dan Vaksin Mulai Uji Klinik Hingga Registrasi,0
Penanganan COVID-19 Yang Lebih Cepat Melalui Perpres Nomor 82 Tahun 2020,0
Covid-19 Task Force: Fake Vaccine Syndicate Not Found in Indonesia,0
Menristek/Kepala BRIN Tekankan Pentingnya Pemanfaatan Teknologi bagi UMKM sebagai Upaya Pulihkan Ekonomi Indonesia,0
Satgas Covid-19: Akurasi Data Kunci Kebijakan Efektif,0
Bertambah Lagi Pasien Sembuh COVID-19 Menjadi 939.184 Orang,0
Satgas Himbau Pemda Mengkarantina Pemudik Nekat Yang Tiba di Kampung Halaman,0
Data Vaksinasi COVID-19 (Update per 7 Juni 2021),0
"Kesan Abdul Somad Saat Divaksin: Ndak Terasa Sakit, Tak Sesakit Ditinggal Pas Lagi Sayang-Sayangnya",1
Wakil Wali Kota Probolinggo Meninggal Dunia,1
Flat Isolasi Mandiri Turun 151 OTG dan Hotel Isolasi Mandiri DKI 422 Pasien,0
"Rencana Pembukaan Bioskop di Jakarta, Anies: Prioritas Nomor Satu Kesehatan dan Keselamatan",0
Gambar Pengujian Vaksin Covid-19 Telah Sukses,1
Pasien Sembuh Covid-19 Bertambah Mencapai 563.980 Orang,0
Pemprov Jabar Intensifkan Penanganan COVID-19 di Daerah Yang Menempel Ibukota,0
"Pasien Sembuh COVID-19 Meningkat Jadi 17.349, Meninggal Bertambah 34, Positif Naik 1.041 Orang",0
BLT Dana Desa Berdampak Besar Pada Pemulihan Ekonomi Desa,0
Foto Dampak 16 Hari Lockdown di Italia,1
Infografis COVID-19 (29 Juli 2020),0
Infografis COVID-19 (15 April 2020),0
Pasien Sembuh COVID-19 Sudah Melebihi 850 Ribu Orang,0
Transmart Ditutup Selama 10 Hari Karena Belasan Orang Terpapar Covid-19,1
"3,8 Juta Titik Terpantau Aplikasi Monitoring Perubahan Perilaku",0
Merokok Bisa Menghadang Virus Corona,1
Begini Pedoman Pengurusan Jenazah COVID-19 Menurut Fatwa MUI,0
"Emil Saat Diambil Darah untuk Uji Vaksin China, tutup jarumnya belum di buka",1
Pasien Sembuh Melampaui Penambahan Pasien Terkonfirmasi Poisitif,0
Data Vaksinasi COVID-19 (Update per 9 Februari 2021),0
"Jabar di Tengah Pandemi, Dewi: Tidak Termasuk dengan Kasus dan Laju Insidensi Tertinggi ",0
Satgas Covid-19 Sebut Pentingnya Komunikasi Terstruktur Dalam Program Vaksinasi,0
"Soal PSBB, Presiden Jokowi Minta Masyarakat Disiplin dan Ikuti Protokol Kesehatan",0
Pasien Sembuh Harian Bertambah Sebanyak 3.968 Orang,0
Faskes Diminta Patuhi Ketentuan Tarif Swab Tes,0
Pemerintah Amankan Stok Kebutuhan Vaksinasi Para Petugas Publik,0
Beradaptasi Kebiasaan Baru yang Aman COVID-19 dan Produktif,0
"Kasus COVID-19 Bertambah 1.014, Pasien Sembuh Juga Naik Menjadi 13.776",0
Infografis COVID-19 (27 Juni 2020),0
Video Demonstrasi Anti Lockdown di London,1
Virus Corona adalah Sejenis Jamur atau Mould,1
Pemerintah Pastikan Data Penerima Vaksin COVID-19 Aman,0
Pasien Sembuh Semakin Meningkat Mencapai 1.355.578 Orang,0
Video cara pertolongan Emergency Covid 19,1
Konsistensi Penanganan Kasus Berdampak Meningkatkan Kesembuhan dan Menurunkan Kematian,0
Data Vaksinasi COVID-19 (Update per 29 Maret 2021),0
Satgas COVID-19 Minta Pemda Segera Tindaklanjuti Inmendagri Terbaru,0
"Pidato Lengkap Jokowi, Negara Kita Tidak Pernah Berutang, Hanya melakukan Pinjaman Luar Negeri",1
Video Pernyataan Netanyahu Akan Membunuh Muslim dengan Vaksin,1
"Tetap Waspada Potensi Penularan, Kasus Positif COVID-19 Masih Cenderung Meningkat",0
Menko Polhukam: Cegah COVID-19 Lebih Penting Daripada Berlomba Meraih Pahala Sunnah,0
"Tahapan Vaksinasi COVID-19, Tunggu Evaluasi Badan POM dan MUI",0
"Cegah Penularan COVID-19, Lakukan Isolasi Secara Mandiri dengan Ketat",0
Gugus Tugas COVID-19 Terima Sumbangan Masyarakat Rp80 Miliar,0
Posko Berdampak Signifikan Dalam Penanganan Pandemi COVID-19 di Indonesia,0
Infografis COVID-19 (22 Juni 2020),0
Peniadaan Mudik Untuk Hindari Terjadinya Lonjakan Kasus Covid-19,0
[FALSE] Videos of “Italian Suicide Who Lost Entire Family to Corona”,1
Stok 290 Juta Dosis Vaksin COVID-19 Disiapkan Sampai Akhir 2021,0
Kisah Prakerja yang Membantu Angkatan Kerja Indonesia di Masa Pandemi,0
Satgas COVID-19 Upayakan Teknologi Tepat Guna Pengelolaan Limbah COVID-19,0
Senjata Biologis! Video Ini Bukti Tentara AS Sebar Corona di Bus Wuhan,1
Pengetatan Mobilitas Mudik Lebaran Akan Menjaga Tren Baik Penanganan Pandemi ,0
Vietnam Tidak Ada Korban Meninggal Covid-19 Karena Teh dan Lemon,1
"Pasien Sembuh Terus Bertambah Melebihi 1,3 Juta Orang",0
Analisis Data COVID-19 Indonesia (Update Per 5 Juli 2020),0
tim satgas cov ugm saat ini sangat kuwalahan mengatur tempat untuk isolasi mandiri sivitas UGM,1
Gugus Tugas Nasional Umumkan 136 Kabupaten dan Kota Zona Kuning,0
Jumlah Penerima Vaksin Tembus 500.000 Orang,0
"Hindari Penularan COVID-19 di Kantor, Perhatikan Empat Belas Langkah Berikut Ini",0
44 Orang Tenaga Kesehatan Positif Covid di RS Tipe B Parepare,1
Warga Dihimbau Tak Melintas di Depan Toko Spectra Dikarenakan Adanya ODP Akibat Virus Corona,1
Belum Ada Obat Spesifik Untuk COVID-19,0
Perlindungan UMKM Guna Menjaga Produktivitas di Tengah Pandemik COVID-19,0
3.852.000 Dosis Vaksin dari COVAX Tiba di Indonesia (26 April 2021),0
Pasien Sembuh Meningkat Lagi Mencapai 1.237.470 Orang,0
Kondisi Seorang Remaja Perempuan Setelah Vaksinasi Covid-19,1
Kesembuhan COVID-19 Terus Meningkat Mencapai 1.450.192 Orang,0
Pemda Diminta Tingkatkan Penanganan Untuk Menurunkan Kasus Aktif,0
Infografis COVID-19 (22 Oktober 2020),0
"Pemerintah Stop Layanan KRL, MRT, LRT, dan Transjakarta di Jabodetabek Mulai 2 April 2020",1
Pemulangan WNI Dari Malaysia Memprioritaskan Pencegahan Importasi Kasus,0
Setiap Hari Puskesmas di Kelapa Gading Rujuk 10 Pasien COVID-19 ke Wisma Atlet,1
Lianhua Qingwen Dapat Digunakan Sebagai Obat Covid-19,1
Servis Mobil Gratis Suzuki Peduli Covid s.id/SuzukiPeduliCovid,1
Pemerintah Terus Upayakan Solusi Dalam Program Vaksinasi Lansia,0
Pengetatan Mobilitas Pelaku Perjalananan Mencegah Penyebaran Mutasi Virus,0
"COVID-19 Berbahaya, Vaksin dan 3M Pencegahannya",0
Cerita Stand Up Komedian Tetap Kreatif dan Peduli di Tengah Pandemi COVID-19,0
Kreativitas Dongkrak Penghasilan UMKM PRAKARDUS,0
4 Pesan Penting Satgas Covid-19 Menjelang Pilkada,0
Film Asal Korea Prediksi COVID-19,1
Daerah Yang Masih Zona Oranye Harus Segera Berbenah,0
Libur Panjang Hotel dan Taman Rekreasi Siapkan Petugas Protokol Kesehatan,0
Monitoring Kepatuhan Protokol Kesehatan Tingkat Nasional (Update Per 28 Maret 2021),0
Satgas Covid-19: Kebijakan PPKM Upaya Menjamin Keselamatan Masyarakat,0
Infografis COVID-19 (19 Mei 2020),0
"Pasien Sembuh COVID-19 Jadi 2.381, Konfirmasi Positif 12.776",0
Inilah Kelompok Masyarakat Sasaran Prioritas Vaksinasi COVID-19 Tahap Kedua,0
2 Dosis Vaksin COVID-19 Ini Tujuannya!,0
Penambahan Pasien Sembuh Harian Melesat Menjadi 4.777 Pasien,0
Pasien Sembuh Terus Meningkat Mencapai 1.606.611 Orang,0
10 Juta Vaksin Bulk COVID-19 Kembali Datang ke Indonesia,0
Monitoring Kepatuhan Protokol Kesehatan Tingkat Nasional (Update Per 11 April 2021),0
"Anak Muda Sayangi Lansia, Temani Vaksinasi COVID-19",0
DKI Jakarta Mulai Besok Lockdown Warga di Luar Jakarta Tidak Dibolehkan Masuk Kecuali Ada Izin Polisi.,1
Infografis COVID-19 (15 Agustus 2020),0
"DAHSYATNYA FITNAH CORONA, ketakutan para elit global akan kebangkitan umat Islam",1
Monitoring Kepatuhan Protokol Kesehatan Tingkat Nasional (Update Per 14 Februari 2021),0
"Antisipasi Jadi Zona Merah, Wilayah Zona Oranye Diminta Perketat Penanganan Covid-19",0
"Cegah COVID-19, Polri Tutup Pintu Masuk Arus Balik Menuju Jakarta",0
"Info valid dari org dlm Istana: LBP siap2 utk melarikan diri ke luar negeri, kemungkinan ke Cina",1
Keluarga Jantung Pencegahan COVID-19,0
Hari ini 2 kasir Chandra karang dinyatakan positive Covid 19,1
Video Keadaan RS Covid Wisma Atlet,1
Sistem Distribusi Vaksin Dikelola Secara Terintegrasi,0
Satgas COVID-19: Pengalaman Libur Panjang Sebelumnya Jadikan Pelajaran,0
Infografis COVID-19 (16 Mei 2020),0
Protokol Kesehatan Penting untuk Keselamatan Ibu Hamil,0
